id,adult_count,child_count,rooms_in_hh,years_in_community,primary_dw_source,daily_hh_water_cost_for_pay_to_fetch,water_storage_drinking_water,coli_mpn,tc_mpn,tap_closure_days_per_week,estimated_storage_capacity_liters,total_people,people_per_room,consumption_risk_score,water_access_score,estimated_non_dw_storage_capacity,estimated_stored_non_dw,avg_price_per_liter_cedis,Leak_Alert
4.0,7.0,0.0,1.0,1.0,1,28.0,0.0,13.444730972413595,100.0,3.0,6057.0,7.0,6.363636363636363,15.192008827383615,34.94305972764236,0.0,0.0,0.08040615759132325,0.0
28.0,4.0,3.0,1.0,60.0,1,10.0,0.0,13.444730972413595,100.0,3.0,6057.0,7.0,6.363636363636363,11.071652785946965,21.208539589520186,452.0,227.0,0.08040615759132325,0.0
58.0,2.0,0.0,1.0,9.0,1,10.0,0.0,13.444730972413595,100.0,3.0,6057.0,2.0,1.8181818181818181,7.521595583307331,20.587136792842617,252.0,204.0,0.08040615759132325,0.0
93.0,2.0,0.0,2.0,67.0,1,4.0,1.0,13.444730972413595,100.0,3.0,6057.0,2.0,0.9523809523809523,3.8485850353138193,9.209569165331779,697.0,697.0,0.08040615759132325,1.0
6.0,5.0,0.0,4.0,41.0,1,15.0,0.0,13.444730972413595,100.0,3.0,6057.0,5.0,1.2195121951219514,8.785110348452646,21.397522299720205,0.0,0.0,0.08040615759132325,0.0
59.0,2.0,0.0,1.0,9.0,1,10.0,0.0,13.444730972413595,100.0,3.0,6057.0,2.0,1.8181818181818181,7.521595583307331,20.587136792842617,253.0,190.0,0.08040615759132325,0.0
54.0,3.0,3.0,1.0,39.0,1,15.0,0.0,13.444730972413595,100.0,3.0,6057.0,6.0,5.454545454545454,9.442368719467368,18.020016943679106,0.0,0.0,0.08040615759132325,0.0
69.0,7.0,0.0,1.0,19.0,1,48.0,0.0,13.444730972413595,100.0,3.0,6057.0,7.0,6.363636363636363,22.945282123169846,60.78730404692979,0.0,0.0,0.08040615759132325,0.0
61.0,1.0,0.0,1.0,5.0,1,4.0,0.0,13.444730972413595,100.0,3.0,6057.0,1.0,0.9090909090909091,3.401868981617823,9.097139029635168,0.0,0.0,0.08040615759132325,0.0
14.0,3.0,2.0,1.0,19.0,1,8.0,0.0,13.444730972413595,100.0,3.518753667529567,26812.0,0.0,0.0,0.0,0.0,199.0,148.0,0.2360024379696943,1.0
98.0,1.0,1.0,1.0,30.0,1,8.0,0.0,13.444730972413595,100.0,3.0,6057.0,2.0,1.8181818181818181,2.1841184490647434,2.7955463453673266,504.0,484.0,0.08040615759132325,0.0
28.0,4.0,3.0,1.0,61.0,1,10.0,0.0,13.444730972413595,100.0,3.0,6057.0,7.0,6.363636363636363,11.06916560122578,21.2002489737829,461.0,221.0,0.08040615759132325,0.0
97.0,1.0,2.0,1.0,4.0,1,5.0,1.0,13.444730972413595,100.0,3.0,6057.0,3.0,2.727272727272727,4.26552050033732,7.491128940518342,151.0,102.0,0.08040615759132325,0.0
46.0,2.0,3.0,1.0,19.0,1,4.0,1.0,13.444730972413595,100.0,3.0,6057.0,5.0,4.545454545454545,4.438971281175828,3.5844497251315497,0.0,0.0,0.08040615759132325,0.0
73.0,1.0,3.0,1.0,1.0,1,6.0,0.0,13.444730972413595,100.0,3.0,6057.0,4.0,3.6363636363636362,5.955713188099799,10.882680323969028,0.0,0.0,0.08040615759132325,0.0
5.0,5.0,5.0,1.0,19.0,1,33.0,0.0,13.444730972413595,100.0,3.0,6057.0,10.0,9.09090909090909,18.335950016872495,38.695590965332556,100.0,71.0,0.08040615759132325,0.0
54.0,6.0,0.0,0.0,30.0,1,51.0,0.0,13.444730972413595,100.0,3.0,6057.0,6.0,60.0,42.410332655015594,73.36777551671865,0.0,0.0,0.08040615759132325,0.0
7.0,2.0,1.0,1.0,14.0,1,19.0,0.0,13.444730972413595,100.0,3.0,6057.0,3.0,2.727272727272727,11.203436730438035,30.617516374187396,0.0,0.0,0.08040615759132325,0.0
17.0,3.0,2.0,1.0,19.0,1,8.0,0.0,5.759805987896069,104.0,3.0,10021.0,0.0,0.0,0.0,0.0,199.0,148.0,0.1114684659721376,1.0
76.0,20.0,2.0,1.0,29.0,1,8.0,0.0,13.444730972413595,100.0,3.0,6057.0,22.0,20.0,14.772605122965638,-0.09131625678121047,251.0,249.0,0.08040615759132325,0.0
109.0,3.0,4.0,1.0,8.0,1,6.0,0.0,13.444730972413595,100.0,3.0,6057.0,7.0,6.363636363636363,7.4951641874604595,9.286910927898502,604.0,604.0,0.08040615759132325,0.0
42.0,3.0,2.0,1.0,19.0,1,8.0,0.0,98.0,100.0,3.0,1150.0,0.0,0.0,0.0,0.0,199.0,148.0,0.1074449486804846,1.0
55.0,1.0,0.0,1.0,4.0,1,4.0,0.0,13.444730972413595,100.0,3.0,6057.0,1.0,0.9090909090909091,3.454092278404532,9.271216685590865,0.0,0.0,0.08040615759132325,0.0
48.0,3.0,2.0,1.0,19.0,1,8.0,0.0,13.53228702451435,105.0,3.0,479.0,0.0,0.0,0.0,0.0,199.0,148.0,0.1164925956186253,1.0
85.0,3.0,0.0,1.0,11.0,1,29.0,0.0,13.444730972413595,100.0,3.0,6057.0,3.0,2.727272727272727,16.07570096623792,46.85839716018701,0.0,0.0,0.08040615759132325,0.0
41.0,3.0,2.0,1.0,19.0,1,8.0,0.0,103.0,100.0,3.0,9238.0,0.0,0.0,0.0,0.0,199.0,148.0,0.09476640966272495,1.0
29.0,3.0,2.0,1.0,19.0,1,8.0,0.0,97.0,103.0,3.0,4994.0,0.0,0.0,0.0,0.0,199.0,148.0,0.09040568083449875,1.0
86.0,2.0,0.0,1.0,29.0,1,8.0,1.0,13.444730972413595,100.0,3.0,6057.0,2.0,1.8181818181818181,6.24493249122555,16.331593152570015,0.0,0.0,0.08040615759132325,0.0
117.0,1.0,0.0,1.0,7.0,1,0.0,0.0,13.444730972413595,100.0,3.0,6057.0,1.0,0.9090909090909091,-0.27151454806264474,-3.147472735966392,246.0,200.0,0.08040615759132325,0.0
27.0,3.0,2.0,1.0,19.0,1,8.0,0.0,4.695933821389898,101.0,3.0,10549.0,0.0,0.0,0.0,0.0,199.0,148.0,0.02145692759357938,0.0
7.0,3.0,2.0,1.0,19.0,1,8.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,199.0,148.0,0.05206250316064746,0.0
57.0,2.0,0.0,1.0,9.0,1,10.0,0.0,13.444730972413595,100.0,3.0,6057.0,2.0,1.8181818181818181,7.521595583307331,20.587136792842617,257.0,199.0,0.08040615759132325,0.0
93.0,3.0,2.0,2.0,67.0,1,1.0,0.0,13.444730972413595,100.0,3.0,6057.0,5.0,2.380952380952381,2.3909419315214406,-1.0778126092142466,305.0,304.0,0.08040615759132325,0.0
11.0,3.0,2.0,1.0,19.0,1,8.0,0.0,0.0,97.0,3.0,7875.0,0.0,0.0,0.0,0.0,199.0,148.0,0.07870205994380662,1.0
113.0,3.0,0.0,1.0,20.0,1,1.0,0.0,13.444730972413595,100.0,3.0,6057.0,3.0,2.727272727272727,2.0785993248576435,0.2013916889194166,1040.0,1001.0,0.08040615759132325,0.0
32.0,2.0,2.0,3.0,19.0,1,8.0,1.0,13.444730972413595,100.0,3.0,6057.0,4.0,1.2903225806451613,2.591239889812575,2.013810385396755,200.0,198.0,0.08040615759132325,0.0
112.0,3.0,1.0,2.0,71.0,1,3.0,0.0,13.444730972413595,100.0,3.0,6057.0,4.0,1.9047619047619047,2.625865450942393,1.5147895983794046,776.0,401.0,0.08040615759132325,0.0
52.0,6.0,0.0,1.0,19.0,1,23.0,0.0,13.444730972413595,100.0,3.0,6057.0,6.0,5.454545454545454,13.423150858524167,31.2892907405351,363.0,0.0,0.08040615759132325,0.0
109.0,4.0,2.0,2.0,49.0,1,3.0,0.0,13.444730972413595,100.0,3.0,6057.0,6.0,2.857142857142857,5.641104812218232,7.946539850251247,635.0,262.0,0.08040615759132325,0.0
63.0,2.0,2.0,0.0,32.0,1,12.0,0.0,13.444730972413595,100.0,3.0,6057.0,4.0,40.0,19.05656257583913,18.18854191946377,150.0,153.0,0.08040615759132325,0.0
6.0,3.0,2.0,1.0,19.0,1,8.0,0.0,0.0,101.0,3.0,795.0,0.0,0.0,0.0,0.0,199.0,148.0,0.088380824957238,1.0
17.0,4.0,5.0,4.0,39.0,1,8.0,1.0,13.444730972413595,100.0,3.0,6057.0,9.0,2.1951219512195124,4.178918411544782,-0.2653939127369084,19.0,0.0,0.08040615759132325,0.0
20.0,3.0,2.0,1.0,19.0,1,8.0,0.0,102.0,98.0,3.0,0.0,0.0,0.0,0.0,0.0,199.0,148.0,0.08410220149232474,1.0
20.0,8.0,12.0,12.0,16.0,1,8.0,1.0,13.444730972413595,100.0,3.0,6057.0,20.0,1.6528925619834711,9.686754968991949,3.969624001323025,211.0,101.0,0.08040615759132325,0.0
49.0,10.0,0.0,0.0,3.0,1,21.0,0.0,13.444730972413595,100.0,3.0,6057.0,10.0,100.0,41.031393311257595,23.43797770419198,19.0,0.0,0.08040615759132325,0.0
10.0,1.0,1.0,1.0,21.0,1,8.0,0.0,13.444730972413595,100.0,3.0,6057.0,2.0,1.8181818181818181,1.3180596684201824,-0.09131625678121047,0.0,0.0,0.08040615759132325,0.0
40.0,2.0,3.0,2.0,7.0,1,4.0,1.0,13.444730972413595,100.0,3.0,6057.0,5.0,2.380952380952381,4.571918123029642,6.192108029146424,193.0,205.0,0.08040615759132325,0.0
100.0,2.0,0.0,1.0,73.0,2,1.0,0.0,13.444730972413595,100.0,3.0,6057.0,2.0,1.8181818181818181,1.4551917483219776,0.3657906762247739,404.0,202.0,0.08040615759132325,1.0
23.0,1.0,0.0,1.0,31.0,1,8.0,1.0,13.444730972413595,100.0,3.0,6057.0,1.0,0.9090909090909091,1.8113911763374708,3.7955463453673266,298.0,306.0,0.08040615759132325,1.0
91.0,1.0,3.0,1.0,30.0,1,4.0,0.0,13.444730972413595,100.0,3.0,6057.0,4.0,3.6363636363636362,5.261693815261803,8.569282414509042,247.0,253.0,0.08040615759132325,0.0
98.0,4.0,2.0,3.0,73.0,2,8.0,0.0,13.444730972413595,100.0,3.0,6057.0,6.0,1.9354838709677418,3.3863312698876658,1.35228702865781,795.0,409.0,0.08040615759132325,1.0
48.0,7.0,7.0,1.0,0.0,1,15.0,0.0,13.444730972413595,100.0,3.0,6057.0,14.0,12.727272727272727,14.958262170033855,18.466934506173455,0.0,0.0,0.08040615759132325,0.0
103.0,2.0,2.0,1.0,30.0,1,4.0,0.0,13.444730972413595,100.0,3.0,6057.0,4.0,3.6363636363636362,6.409020690822437,12.39370533304449,245.0,0.0,0.08040615759132325,0.0
9.0,2.0,5.0,1.0,6.0,1,9.0,0.0,13.444730972413595,100.0,3.0,6057.0,7.0,6.363636363636363,9.41888661156301,15.699319008240339,0.0,0.0,0.08040615759132325,0.0
86.0,3.0,0.0,2.0,30.0,1,14.0,0.0,13.444730972413595,100.0,3.0,6057.0,3.0,1.4285714285714286,8.740082396070632,23.705036558330676,0.0,0.0,0.08040615759132325,0.0
16.0,3.0,2.0,1.0,19.0,1,8.0,0.0,0.0,97.0,2.0,5062.0,0.0,0.0,0.0,0.0,199.0,148.0,0.1031263758249939,1.0
44.0,3.0,2.0,1.0,19.0,1,8.0,0.0,13.86870246874212,93.0,3.0,8028.0,0.0,0.0,0.0,0.0,199.0,148.0,0.01568117727507189,1.0
34.0,5.0,1.0,2.0,30.0,1,3.0,1.0,13.444730972413595,100.0,3.0,6057.0,6.0,2.857142857142857,4.84610052464785,5.296525558349978,344.0,350.0,0.08040615759132325,0.0
80.0,3.0,0.0,1.0,0.0,1,12.0,0.0,13.444730972413595,100.0,3.0,6057.0,3.0,2.727272727272727,7.014507831277516,16.654420043652326,0.0,0.0,0.08040615759132325,0.0
16.0,4.0,5.0,4.0,41.0,1,8.0,1.0,13.444730972413595,100.0,3.0,6057.0,9.0,2.1951219512195124,4.178918411544782,-0.2653939127369084,20.0,0.0,0.08040615759132325,0.0
90.0,2.0,0.0,1.0,5.0,1,5.0,0.0,13.444730972413595,100.0,3.0,6057.0,2.0,1.8181818181818181,3.594702545088551,7.497493332113353,129.0,126.0,0.08040615759132325,0.0
43.0,7.0,9.0,3.0,17.0,1,8.0,1.0,13.444730972413595,100.0,3.0,6057.0,16.0,5.161290322580645,9.139274297171102,3.969624001323025,977.0,1021.0,0.08040615759132325,1.0
4.0,3.0,2.0,1.0,19.0,1,8.0,0.0,0.0,49.47946523155701,3.494989860796169,8083.0,0.0,0.0,0.0,0.0,199.0,148.0,0.2711311516860246,1.0
42.0,3.0,4.0,3.0,70.0,1,4.0,1.0,13.444730972413595,100.0,3.0,6057.0,7.0,2.258064516129032,4.800530975591466,4.410372069175852,373.0,370.0,0.08040615759132325,0.0
104.0,1.0,2.0,1.0,4.0,1,5.0,1.0,13.444730972413595,100.0,3.0,6057.0,3.0,2.727272727272727,4.26552050033732,7.491128940518342,152.0,101.0,0.08040615759132325,0.0
1.0,1.0,0.0,1.0,0.0,1,1.0,0.0,13.444730972413595,100.0,3.0,6057.0,1.0,0.9090909090909091,2.280817883003054,5.360302034252605,0.0,0.0,0.08040615759132325,0.0
54.0,2.0,1.0,1.0,9.0,1,8.0,0.0,13.444730972413595,100.0,3.0,6057.0,3.0,2.727272727272727,2.9351310213703083,3.0564973439616323,97.0,0.0,0.08040615759132325,0.0
20.0,8.0,12.0,12.0,16.0,1,8.0,1.0,13.444730972413595,100.0,3.0,6057.0,20.0,1.6528925619834711,9.686754968991949,3.969624001323025,199.0,100.0,0.08040615759132325,0.0
14.0,2.0,5.0,1.0,13.0,1,17.0,0.0,13.444730972413595,100.0,3.0,6057.0,7.0,6.363636363636363,10.756892068245929,20.159337197183397,0.0,0.0,0.08040615759132325,0.0
3.0,3.0,2.0,1.0,19.0,1,8.0,0.0,0.0,14.25880392074762,3.0,607.0,0.0,0.0,0.0,0.0,199.0,148.0,0.07464751273295224,1.0
12.0,2.0,4.0,1.0,30.0,0,34.0,0.0,13.444730972413595,100.0,3.0,6057.0,6.0,5.454545454545454,17.96628088361858,46.433057490849805,0.0,0.0,0.08040615759132325,0.0
11.0,1.0,4.0,1.0,10.0,1,2.0,0.0,13.444730972413595,100.0,3.0,6057.0,5.0,4.545454545454545,3.797175205124541,1.4451294716272596,0.0,0.0,0.08040615759132325,0.0
23.0,4.0,2.0,1.0,20.0,1,8.0,0.0,13.444730972413595,100.0,3.0,6057.0,6.0,5.454545454545454,4.340506751982663,1.0138103853967548,424.0,396.0,0.08040615759132325,0.0
10.0,3.0,2.0,1.0,19.0,1,8.0,0.0,4.724127280229105,102.0,3.0,499.0,0.0,0.0,0.0,0.0,199.0,148.0,0.2701872030874645,1.0
106.0,3.0,4.0,1.0,8.0,1,6.0,0.0,13.444730972413595,100.0,3.0,6057.0,7.0,6.363636363636363,7.4951641874604595,9.286910927898502,586.0,598.0,0.08040615759132325,0.0
107.0,4.0,2.0,1.0,55.0,1,6.0,0.0,13.444730972413595,100.0,3.0,6057.0,6.0,5.454545454545454,6.414522939980008,7.92719767872124,448.0,448.0,0.08040615759132325,0.0
16.0,4.0,5.0,4.0,40.0,1,8.0,1.0,13.444730972413595,100.0,3.0,6057.0,9.0,2.1951219512195124,4.178918411544782,-0.2653939127369084,20.0,0.0,0.08040615759132325,0.0
102.0,4.0,2.0,3.0,75.0,2,8.0,0.0,13.444730972413595,100.0,3.0,6057.0,6.0,1.9354838709677418,3.3863312698876658,1.35228702865781,812.0,400.0,0.08040615759132325,0.0
33.0,3.0,2.0,1.0,19.0,1,8.0,0.0,4.725835629652909,90.0,3.0,9973.0,0.0,0.0,0.0,0.0,199.0,148.0,0.1394686184209671,1.0
62.0,1.0,0.0,1.0,5.0,1,4.0,0.0,13.444730972413595,100.0,3.0,6057.0,1.0,0.9090909090909091,3.401868981617823,9.097139029635168,0.0,0.0,0.08040615759132325,0.0
45.0,2.0,4.0,1.0,25.0,1,8.0,0.0,13.444730972413595,100.0,3.0,6057.0,6.0,5.454545454545454,6.416098842730782,7.932450687890483,60.0,61.0,0.08040615759132325,0.0
70.0,1.0,0.0,1.0,3.0,1,4.0,0.0,13.444730972413595,100.0,3.0,6057.0,1.0,0.9090909090909091,5.257036395401479,15.28103040891402,0.0,0.0,0.08040615759132325,0.0
31.0,5.0,1.0,2.0,29.0,1,3.0,1.0,13.444730972413595,100.0,3.0,6057.0,6.0,2.857142857142857,4.84610052464785,5.296525558349978,360.0,351.0,0.08040615759132325,0.0
31.0,3.0,2.0,1.0,19.0,1,8.0,0.0,4.707612874166972,101.0,3.0,10013.0,0.0,0.0,0.0,0.0,199.0,148.0,0.147244092319711,1.0
15.0,3.0,2.0,1.0,19.0,1,8.0,0.0,1.504501608198984,101.0,1.0,10051.0,0.0,0.0,0.0,0.0,199.0,148.0,0.2623212876700644,1.0
112.0,3.0,0.0,1.0,20.0,1,1.0,0.0,13.444730972413595,100.0,3.0,6057.0,3.0,2.727272727272727,2.0785993248576435,0.2013916889194166,1105.0,998.0,0.08040615759132325,0.0
23.0,1.0,0.0,1.0,30.0,1,8.0,1.0,13.444730972413595,100.0,3.0,6057.0,1.0,0.9090909090909091,1.8113911763374708,3.7955463453673266,299.0,304.0,0.08040615759132325,0.0
5.0,3.0,2.0,1.0,19.0,1,8.0,0.0,0.0,101.0,3.0,322.0,0.0,0.0,0.0,0.0,199.0,148.0,0.04501317857438356,0.0
32.0,1.0,0.0,1.0,55.0,1,0.0,0.0,13.444730972413595,100.0,3.0,6057.0,1.0,0.9090909090909091,1.5334123229429621,2.8689501673856315,203.0,153.0,0.08040615759132325,0.0
18.0,3.0,2.0,1.0,19.0,1,8.0,0.0,9.59922235290959,48.75645007207528,3.0,14894.0,0.0,0.0,0.0,0.0,199.0,148.0,0.01027050743311156,1.0
105.0,2.0,2.0,1.0,30.0,1,4.0,0.0,13.444730972413595,100.0,3.0,6057.0,4.0,3.6363636363636362,6.409020690822437,12.39370533304449,248.0,0.0,0.08040615759132325,0.0
26.0,4.0,3.0,1.0,61.0,1,10.0,0.0,13.444730972413595,100.0,3.0,6057.0,7.0,6.363636363636363,11.037657305469967,21.095221321263526,435.0,227.0,0.08040615759132325,0.0
102.0,2.0,2.0,1.0,11.0,1,8.0,0.0,13.444730972413595,100.0,3.0,6057.0,4.0,3.6363636363636362,2.9950522065281175,1.0138103853967548,487.0,299.0,0.08040615759132325,0.0
44.0,2.0,2.0,1.0,20.0,1,11.0,0.0,13.444730972413595,100.0,3.0,6057.0,4.0,3.6363636363636362,7.774350331935867,16.944804136755923,198.0,199.0,0.08040615759132325,0.0
28.0,3.0,2.0,1.0,19.0,1,8.0,0.0,101.0,97.0,3.0,5012.0,0.0,0.0,0.0,0.0,199.0,148.0,0.1091631415116634,1.0
85.0,1.0,4.0,1.0,10.0,1,10.0,1.0,13.444730972413595,100.0,3.0,6057.0,5.0,4.545454545454545,8.638540134964096,17.58301257109244,0.0,0.0,0.08040615759132325,0.0
74.0,2.0,0.0,0.0,14.0,1,11.0,0.0,13.444730972413595,100.0,3.0,6057.0,2.0,20.0,14.470427954230647,25.568093180768823,40.0,39.0,0.08040615759132325,0.0
14.0,2.0,5.0,1.0,13.0,1,17.0,0.0,13.444730972413595,100.0,3.0,6057.0,7.0,6.363636363636363,10.756892068245929,20.159337197183397,0.0,0.0,0.08040615759132325,0.0
115.0,3.0,4.0,1.0,8.0,1,6.0,0.0,13.444730972413595,100.0,3.0,6057.0,7.0,6.363636363636363,7.4951641874604595,9.286910927898502,593.0,614.0,0.08040615759132325,0.0
79.0,3.0,0.0,1.0,3.0,1,12.0,0.0,13.444730972413595,100.0,3.0,6057.0,3.0,2.727272727272727,8.104135420189635,20.28651200669272,0.0,0.0,0.08040615759132325,0.0
32.0,1.0,0.0,1.0,58.0,1,0.0,0.0,13.444730972413595,100.0,3.0,6057.0,1.0,0.9090909090909091,1.5334123229429621,2.8689501673856315,208.0,156.0,0.08040615759132325,0.0
19.0,8.0,12.0,12.0,16.0,1,8.0,1.0,13.444730972413595,100.0,3.0,6057.0,20.0,1.6528925619834711,9.686754968991949,3.969624001323025,207.0,102.0,0.08040615759132325,0.0
42.0,2.0,4.0,1.0,25.0,1,5.0,1.0,13.444730972413595,100.0,3.0,6057.0,6.0,5.454545454545454,7.4559653858901545,11.398672498421726,50.0,51.0,0.08040615759132325,0.0
88.0,4.0,1.0,2.0,15.0,1,4.0,0.0,13.444730972413595,100.0,3.0,6057.0,5.0,2.380952380952381,3.353636045598371,2.131167771042189,496.0,496.0,0.08040615759132325,1.0
34.0,3.0,2.0,1.0,19.0,1,8.0,0.0,100.0,98.0,3.0,9780.0,0.0,0.0,0.0,0.0,199.0,148.0,0.04218311997860854,1.0
8.0,3.0,2.0,1.0,19.0,1,8.0,0.0,0.0,100.0,2.0,7981.0,0.0,0.0,0.0,0.0,199.0,148.0,0.237401048790891,1.0
102.0,2.0,5.0,2.0,13.0,2,2.0,0.0,13.444730972413595,100.0,3.0,6057.0,7.0,3.333333333333333,5.354704423053686,5.182348076845621,1509.0,1492.0,0.08040615759132325,0.0
9.0,2.0,5.0,1.0,6.0,1,9.0,0.0,13.444730972413595,100.0,3.0,6057.0,7.0,6.363636363636363,9.41888661156301,15.699319008240339,0.0,0.0,0.08040615759132325,0.0
18.0,1.0,1.0,1.0,49.0,1,1.0,0.0,13.444730972413595,100.0,3.0,6057.0,2.0,1.8181818181818181,1.1058720521303704,-0.7986083110805835,736.0,675.0,0.08040615759132325,0.0
87.0,1.0,4.0,1.0,10.0,1,10.0,1.0,13.444730972413595,100.0,3.0,6057.0,5.0,4.545454545454545,8.638540134964096,17.58301257109244,0.0,0.0,0.08040615759132325,0.0
99.0,1.0,1.0,1.0,30.0,1,8.0,0.0,13.444730972413595,100.0,3.0,6057.0,2.0,1.8181818181818181,2.1841184490647434,2.7955463453673266,507.0,486.0,0.08040615759132325,0.0
89.0,2.0,0.0,1.0,5.0,1,5.0,0.0,13.444730972413595,100.0,3.0,6057.0,2.0,1.8181818181818181,3.594702545088551,7.497493332113353,126.0,123.0,0.08040615759132325,0.0
46.0,3.0,2.0,1.0,19.0,1,8.0,0.0,13.75360267216242,101.0,3.0,9039.0,0.0,0.0,0.0,0.0,199.0,148.0,0.0762238136219975,1.0
34.0,3.0,2.0,1.0,19.0,1,8.0,0.0,3.440899461498781,103.0,3.0,8226.0,0.0,0.0,0.0,0.0,199.0,148.0,0.0351446481197658,1.0
107.0,4.0,2.0,1.0,53.0,1,6.0,0.0,13.444730972413595,100.0,3.0,6057.0,6.0,5.454545454545454,6.414522939980008,7.92719767872124,439.0,453.0,0.08040615759132325,0.0
40.0,3.0,2.0,1.0,19.0,1,8.0,0.0,101.0,98.0,3.0,9749.0,0.0,0.0,0.0,0.0,199.0,148.0,0.09099879994876058,1.0
55.0,4.0,4.0,1.0,1.0,1,18.0,0.0,13.444730972413595,100.0,3.0,6057.0,8.0,7.2727272727272725,12.89784425455948,25.05342024247099,202.0,196.0,0.08040615759132325,0.0
7.0,3.0,2.0,1.0,19.0,1,8.0,0.0,0.0,98.0,3.0,0.0,0.0,0.0,0.0,0.0,199.0,148.0,0.1262121907660933,0.0
24.0,5.0,4.0,3.0,32.0,1,4.0,1.0,13.444730972413595,100.0,3.0,6057.0,9.0,2.903225806451613,5.846302659474949,4.58444972513155,296.0,160.0,0.08040615759132325,0.0
34.0,3.0,2.0,1.0,19.0,1,8.0,0.0,101.0,100.0,3.0,10018.0,0.0,0.0,0.0,0.0,199.0,148.0,0.04980846001921339,1.0
24.0,2.0,2.0,2.0,3.0,1,7.0,0.0,13.444730972413595,100.0,3.0,6057.0,4.0,1.9047619047619047,4.818262616283878,8.822780149517687,776.0,152.0,0.08040615759132325,0.0
82.0,3.0,0.0,1.0,11.0,1,29.0,0.0,13.444730972413595,100.0,3.0,6057.0,3.0,2.727272727272727,16.07570096623792,46.85839716018701,0.0,0.0,0.08040615759132325,0.0
112.0,4.0,2.0,2.0,49.0,1,3.0,0.0,13.444730972413595,100.0,3.0,6057.0,6.0,2.857142857142857,5.641104812218232,7.946539850251247,659.0,262.0,0.08040615759132325,0.0
93.0,2.0,0.0,2.0,65.0,1,4.0,1.0,13.444730972413595,100.0,3.0,6057.0,2.0,0.9523809523809523,3.8485850353138193,9.209569165331779,733.0,692.0,0.08040615759132325,0.0
52.0,6.0,0.0,1.0,20.0,1,24.0,0.0,13.444730972413595,100.0,3.0,6057.0,6.0,5.454545454545454,13.744048896549813,32.358950867287255,345.0,0.0,0.08040615759132325,0.0
17.0,1.0,1.0,1.0,50.0,1,1.0,0.0,13.444730972413595,100.0,3.0,6057.0,2.0,1.8181818181818181,1.1058720521303704,-0.7986083110805835,694.0,699.0,0.08040615759132325,0.0
74.0,5.0,0.0,1.0,10.0,1,45.0,0.0,13.444730972413595,100.0,3.0,6057.0,5.0,4.545454545454545,22.73234562144542,64.56236419269685,122.0,119.0,0.08040615759132325,0.0
42.0,3.0,2.0,1.0,19.0,1,8.0,0.0,104.0,103.0,3.0,4578.0,0.0,0.0,0.0,0.0,199.0,148.0,0.1439584705108893,1.0
24.0,3.0,2.0,1.0,19.0,1,8.0,0.0,103.0,101.0,3.0,1520.0,0.0,0.0,0.0,0.0,199.0,148.0,0.06183308451831224,1.0
102.0,1.0,0.0,1.0,4.0,1,11.0,0.0,13.444730972413595,100.0,3.0,6057.0,1.0,0.9090909090909091,9.220451986816348,28.492415713630255,1029.0,769.0,0.08040615759132325,0.0
71.0,4.0,0.0,0.0,10.0,1,16.0,0.0,13.444730972413595,100.0,3.0,6057.0,4.0,40.0,19.93214146198498,21.107138206616604,0.0,0.0,0.08040615759132325,0.0
18.0,1.0,1.0,1.0,50.0,1,1.0,0.0,13.444730972413595,100.0,3.0,6057.0,2.0,1.8181818181818181,1.1058720521303704,-0.7986083110805835,709.0,697.0,0.08040615759132325,0.0
97.0,2.0,0.0,1.0,70.0,1,8.0,0.0,13.444730972413595,100.0,3.0,6057.0,2.0,1.8181818181818181,1.4018209578602812,0.18788804135245263,366.0,368.0,0.08040615759132325,0.0
116.0,1.0,0.0,1.0,7.0,1,0.0,0.0,13.444730972413595,100.0,3.0,6057.0,1.0,0.9090909090909091,-0.27151454806264474,-3.147472735966392,248.0,197.0,0.08040615759132325,0.0
108.0,4.0,2.0,1.0,58.0,1,6.0,0.0,13.444730972413595,100.0,3.0,6057.0,6.0,5.454545454545454,6.414522939980008,7.92719767872124,438.0,479.0,0.08040615759132325,0.0
89.0,4.0,1.0,2.0,15.0,1,4.0,0.0,13.444730972413595,100.0,3.0,6057.0,5.0,2.380952380952381,3.353636045598371,2.131167771042189,485.0,496.0,0.08040615759132325,0.0
55.0,4.0,4.0,1.0,1.0,1,18.0,0.0,13.444730972413595,100.0,3.0,6057.0,8.0,7.2727272727272725,12.89784425455948,25.05342024247099,197.0,206.0,0.08040615759132325,0.0
74.0,2.0,0.0,0.0,14.0,1,11.0,0.0,13.444730972413595,100.0,3.0,6057.0,2.0,20.0,14.470427954230647,25.568093180768823,40.0,40.0,0.08040615759132325,0.0
11.0,3.0,2.0,1.0,19.0,1,8.0,0.0,0.0,103.0,3.0,7832.0,0.0,0.0,0.0,0.0,199.0,148.0,0.07493832306867074,1.0
12.0,2.0,4.0,1.0,30.0,0,34.0,0.0,13.444730972413595,100.0,3.0,6057.0,6.0,5.454545454545454,17.96628088361858,46.433057490849805,0.0,0.0,0.08040615759132325,0.0
88.0,4.0,1.0,2.0,15.0,1,4.0,0.0,13.444730972413595,100.0,3.0,6057.0,5.0,2.380952380952381,3.353636045598371,2.131167771042189,501.0,506.0,0.08040615759132325,0.0
